Target total_coverage counts on_target duplication_rate
chr1:10342458-10342592 16553.4726950041 165.534726950041 1 NA
chr1:10351140-10351220 3592.08843661799 35.9208843661799 1 NA
chr1:10352105-10352181 4432.40378611773 44.3240378611773 1 NA
chr1:10355144-10355224 19944.4578229455 199.444578229455 1 NA
chr1:10355718-10355825 9723.87079586087 97.2387079586087 1 NA
chr1:10356640-10356724 4063.57123176796 40.6357123176796 1 NA
chr1:10356955-10357136 23702.8487070879 237.028487070879 1 NA
chr1:10357232-10357305 2717.14808120078 27.1714808120078 1 NA
chr1:10363221-10364706 196596.927653904 1965.96927653904 1 NA
chr1:10380101-10380195 10503.0789186877 105.030789186877 1 NA
chr1:10381767-10381916 11038.9830045823 110.389830045823 1 NA
chr1:10383942-10384121 17002.8452482142 170.028452482142 1 NA
chr1:10384816-10384954 9994.8838071458 99.948838071458 1 NA
chr1:10386169-10386418 38232.6553977951 382.326553977951 1 NA
chr1:10394578-10394697 19799.8879428856 197.998879428856 1 NA
chr1:10396715-10396801 10791.4832930541 107.914832930541 1 NA
chr1:10397132-10397262 14474.5142867747 144.745142867747 1 NA
chr1:10397429-10397592 23905.5369164505 239.055369164505 1 NA
chr1:10399827-10399918 6200.52858477791 62.0052858477791 1 NA
chr1:10402108-10402227 10195.357935914 101.95357935914 1 NA
chr1:10403290-10403346 3184.13288338197 31.8413288338197 1 NA
chr1:10405903-10406012 11424.922705167 114.24922705167 1 NA
chr1:10407819-10407886 7751.6134193009 77.516134193009 1 NA
chr1:10408707-10408792 16477.3059901165 164.773059901165 1 NA
chr1:10412689-10412795 12142.3607718274 121.423607718274 1 NA
chr1:10420987-10421102 21407.9331339416 214.079331339416 1 NA
chr1:10421750-10421884 21454.958556556 214.54958556556 1 NA
chr1:10423341-10423403 4673.5019840474 46.735019840474 1 NA
chr1:10425158-10425304 13644.2566253737 136.442566253736 1 NA
chr1:10425467-10425707 51699.5890691149 516.995890691149 1 NA
chr1:10428525-10428597 7429.54993465447 74.2954993465447 1 NA
chr1:10431199-10431321 16444.78003737 164.4478003737 1 NA
chr1:10434374-10434524 15906.3490991573 159.063490991573 1 NA
chr1:10434912-10435105 12162.4287200901 121.624287200901 1 NA
chr1:10435313-10435432 7426.01574231904 74.2601574231904 1 NA
chr1:10436603-10436646 5639.33791975447 56.3933791975447 1 NA
chr1:12049226-12049401 9980.06211871089 99.8006211871089 1 NA
chr1:12052612-12052748 19151.400298541 191.51400298541 1 NA
chr1:12056213-12056376 17095.9185991119 170.959185991119 1 NA
chr1:12057354-12057479 12046.5228081339 120.465228081339 1 NA
chr1:12058827-12058936 25400.934495612 254.00934495612 1 NA
chr1:12059045-12059153 14395.5584178326 143.955584178326 1 NA
chr1:12061458-12061612 3961.14976892632 39.6114976892632 1 NA
chr1:12061826-12061894 8104.49277734298 81.0449277734298 1 NA
chr1:12062039-12062161 13718.4016963458 137.184016963458 1 NA
chr1:12064049-12064176 9476.90630865502 94.7690630865502 1 NA
chr1:12064566-12064671 17115.5540036454 171.155540036454 1 NA
chr1:12064882-12064985 8276.76555685609 82.767655568561 1 NA
chr1:12065768-12065989 20970.3311932844 209.703311932844 1 NA
chr1:12066595-12066751 8291.27113725846 82.9127113725846 1 NA
chr1:12067110-12067307 10266.2345490791 102.662345490791 1 NA
chr1:12069649-12069784 17694.9263133987 176.949263133987 1 NA
chr1:12071553-12071623 5965.46915463256 59.6546915463256 1 NA
chr1:12939365-12939927 0 0 1 NA
chr1:12941675-12942257 157.625108195968 1.57625108195968 1 NA
chr1:12942923-12943216 8758.19585338336 87.5819585338336 1 NA
chr1:13474689-13475263 262.64535770524 2.6264535770524 1 NA
chr1:13476271-13476850 0 0 1 NA
chr1:13477236-13477523 3834.64875763827 38.3464875763827 1 NA
chr1:13695525-13696099 0 0 1 NA
chr1:13697107-13697686 798.460273795897 7.98460273795897 1 NA
chr1:13698072-13698359 2880.25484325718 28.8025484325718 1 NA
chr1:15764961-15765001 2206.54287043087 22.0654287043087 1 NA
chr1:15766796-15766888 1238.39125691701 12.3839125691701 1 NA
chr1:15766989-15767087 8229.2982948723 82.292982948723 1 NA
chr1:15768943-15769069 9442.4691562753 94.424691562753 1 NA
chr1:15769914-15770051 26835.7306622765 268.357306622765 1 NA
chr1:15771101-15771247 11445.35021428 114.4535021428 1 NA
chr1:15772092-15772245 11573.6556280547 115.736556280547 1 NA
chr1:15773070-15773085 2143.78647831936 21.4378647831936 1 NA
chr1:16577165-16578281 146971.458888581 1469.71458888581 1 NA
chr1:16578783-16578900 10868.0452076243 108.680452076243 1 NA
chr1:16579591-16579648 2729.0489816651 27.290489816651 1 NA
chr1:16580130-16580227 14236.9978437273 142.369978437273 1 NA
chr1:16582206-16582317 3544.89204020463 35.4489204020463 1 NA
chr1:16583101-16583255 16456.4093259013 164.564093259013 1 NA
chr1:16621278-16621413 7274.78536440353 72.7478536440353 1 NA
chr1:16632298-16632415 3801.44075160963 38.0144075160963 1 NA
chr1:16641664-16641914 29481.5298558384 294.815298558384 1 NA
chr1:19401326-19401391 3957.78382922593 39.5778382922593 1 NA
chr1:19403234-19403397 29021.9026257019 290.219026257019 1 NA
chr1:19404470-19404561 4119.5262896809 41.195262896809 1 NA
chr1:19407843-19408068 30919.7132303542 309.197132303542 1 NA
chr1:19410998-19411193 20903.60003432 209.0360003432 1 NA
chr1:19412639-19412765 7607.54495677097 76.0754495677097 1 NA
chr1:19413173-19413316 9467.79713030652 94.6779713030652 1 NA
chr1:19414310-19414424 3088.6068718092 30.886068718092 1 NA
chr1:19415253-19415472 19253.9580579281 192.539580579281 1 NA
chr1:19419313-19419413 9438.12795896533 94.3812795896533 1 NA
chr1:19419807-19419981 19333.8305096763 193.338305096763 1 NA
chr1:19420443-19420634 10488.6743261346 104.886743261346 1 NA
chr1:19421400-19421520 16486.3667230023 164.863667230023 1 NA
chr1:19422039-19422147 6191.52287129224 61.9152287129224 1 NA
chr1:19423017-19423145 14653.2644849683 146.532644849683 1 NA
chr1:19423687-19423775 3974.32181416643 39.7432181416643 1 NA
chr1:19426091-19426172 5134.38930324316 51.3438930324316 1 NA
chr1:19426870-19427068 18315.6617006146 183.156617006146 1 NA
chr1:19428014-19428136 10602.6124920003 106.026124920003 1 NA
chr1:19430578-19430752 22216.0248543602 222.160248543602 1 NA
chr1:19431079-19431161 5440.88063465535 54.4088063465535 1 NA
chr1:19431542-19431684 13903.2614522096 139.032614522096 1 NA
chr1:19432227-19432337 9967.52398336338 99.6752398336339 1 NA
chr1:19433063-19433221 15236.7746965806 152.367746965806 1 NA
chr1:19433331-19433461 2921.39327886217 29.2139327886217 1 NA
chr1:19436590-19436718 11433.9562477581 114.339562477581 1 NA
chr1:19436874-19436959 12326.0837478381 123.260837478381 1 NA
chr1:19437236-19437327 6349.26517641856 63.4926517641856 1 NA
chr1:19439018-19439362 48019.405423557 480.19405423557 1 NA
chr1:19440193-19440322 13199.984737548 131.99984737548 1 NA
chr1:19440439-19440565 12199.3632234337 121.993632234337 1 NA
chr1:19441305-19441444 17305.4422217485 173.054422217485 1 NA
chr1:19441892-19442132 33354.8413388659 333.548413388659 1 NA
chr1:19443715-19443909 16113.7196226999 161.137196226999 1 NA
chr1:19444317-19444405 6608.87356880543 66.0887356880543 1 NA
chr1:19445366-19445452 9154.76814810055 91.5476814810055 1 NA
chr1:19446051-19446196 6391.09136510035 63.9109136510035 1 NA
chr1:19446674-19446843 15978.1408597802 159.781408597802 1 NA
chr1:19447683-19447929 14623.1163978888 146.231163978888 1 NA
chr1:19448428-19448507 3978.56149644372 39.7856149644372 1 NA
chr1:19449327-19449555 25110.582760901 251.10582760901 1 NA
chr1:19451035-19451185 10212.4404813362 102.124404813362 1 NA
chr1:19452940-19453150 21132.2514812888 211.322514812888 1 NA
chr1:19454117-19454234 15143.3385273623 151.433385273623 1 NA
chr1:19454705-19454813 7980.96401877701 79.8096401877701 1 NA
chr1:19455472-19455569 4297.47432316752 42.9747432316752 1 NA
chr1:19464501-19464676 20756.3746472264 207.563746472264 1 NA
chr1:19465577-19465715 18431.2297502338 184.312297502338 1 NA
chr1:19467282-19467387 5949.18802573407 59.4918802573407 1 NA
chr1:19467841-19468019 26320.5613360579 263.205613360579 1 NA
chr1:19468141-19468272 33141.723098043 331.41723098043 1 NA
chr1:19470474-19470586 9443.80273555481 94.4380273555481 1 NA
chr1:19471280-19471402 19746.9887800981 197.469887800981 1 NA
chr1:19472287-19472428 15501.6615740947 155.016615740947 1 NA
chr1:19473320-19473495 24446.1473043824 244.461473043824 1 NA
chr1:19474487-19474622 11629.5557921029 116.295557921029 1 NA
chr1:19475057-19475121 10050.2358984051 100.502358984051 1 NA
chr1:19477071-19477288 21977.0864541001 219.770864541001 1 NA
chr1:19478137-19478354 21144.5583300723 211.445583300723 1 NA
chr1:19478807-19478971 7921.23127702131 79.2123127702131 1 NA
chr1:19479795-19479997 17949.2009843513 179.492009843513 1 NA
chr1:19480262-19480434 9335.96523070793 93.3596523070793 1 NA
chr1:19481412-19481570 8142.90509371469 81.4290509371469 1 NA
chr1:19481935-19482163 21440.8532803127 214.408532803127 1 NA
chr1:19482765-19482918 20745.9210425497 207.459210425497 1 NA
chr1:19483261-19483420 22897.6789033041 228.976789033041 1 NA
chr1:19484309-19484492 30468.6626660589 304.686626660589 1 NA
chr1:19486605-19486776 11560.2179676749 115.602179676749 1 NA
chr1:19487411-19487642 24238.9033559351 242.389033559351 1 NA
chr1:19488083-19488231 12624.1827384794 126.241827384794 1 NA
chr1:19488321-19488392 9500.87757362269 95.0087757362269 1 NA
chr1:19488914-19489106 10819.5922563809 108.195922563809 1 NA
chr1:19490258-19490322 14466.0147334671 144.660147334671 1 NA
chr1:19490747-19490936 10089.9938797334 100.899938797334 1 NA
chr1:19491293-19491492 17090.8289817372 170.908289817372 1 NA
chr1:19491743-19491844 6708.34406884841 67.0834406884841 1 NA
chr1:19492150-19492252 5925.3959341806 59.253959341806 1 NA
chr1:19493516-19493726 21010.3690550395 210.103690550395 1 NA
chr1:19494521-19494679 7969.40009413917 79.6940009413917 1 NA
chr1:19495929-19496027 6821.83856962887 68.2183856962886 1 NA
chr1:19497256-19497378 7885.44719370329 78.8544719370329 1 NA
chr1:19499358-19499588 24691.7981101942 246.917981101942 1 NA
chr1:19499675-19499801 13960.1602836164 139.601602836164 1 NA
chr1:19499933-19500116 11741.2237104273 117.412237104273 1 NA
chr1:19500813-19500942 7202.68179734493 72.0268179734493 1 NA
chr1:19501448-19501528 9285.99042120843 92.8599042120843 1 NA
chr1:19503086-19503222 18034.0764023151 180.340764023151 1 NA
chr1:19503955-19504238 23961.7512767788 239.617512767788 1 NA
chr1:19505545-19505715 13245.4805515065 132.454805515065 1 NA
chr1:19510305-19510391 5747.54481013318 57.4754481013318 1 NA
chr1:19510510-19510670 26901.3714616774 269.013714616774 1 NA
chr1:19511593-19511781 4630.43166155251 46.3043166155251 1 NA
chr1:19513034-19513152 8632.61759385569 86.3261759385569 1 NA
chr1:19513658-19513796 16780.5282992362 167.805282992362 1 NA
chr1:19513935-19514035 10406.3734405708 104.063734405708 1 NA
chr1:19518682-19518873 28242.4398628901 282.424398628901 1 NA
chr1:19518975-19519035 2915.44569526371 29.1544569526371 1 NA
chr1:19519927-19520052 27018.0076206127 270.180076206127 1 NA
chr1:19523635-19523760 14956.0254799806 149.560254799805 1 NA
chr1:19524164-19524306 14435.0286574041 144.350286574041 1 NA
chr1:19524441-19524544 13356.6629314206 133.566629314206 1 NA
chr1:19525035-19525175 16459.61730391 164.5961730391 1 NA
chr1:19525293-19525423 12593.4326938719 125.934326938719 1 NA
chr1:19526145-19526249 5121.03377745797 51.2103377745797 1 NA
chr1:19528212-19528310 13900.038175118 139.00038175118 1 NA
chr1:19536567-19536743 23351.4426639372 233.514426639372 1 NA
chr1:19992247-19992961 124119.121873358 1241.19121873358 1 NA
chr1:20005060-20005219 6765.99314647668 67.6599314647668 1 NA
chr1:20005412-20005862 34445.3355569614 344.453355569614 1 NA
chr1:20517055-20517898 123322.947769349 1233.22947769349 1 NA
chr1:21924213-21924222 445.472294170986 4.45472294170986 1 NA
chr1:21924454-21924558 2331.21189357842 23.3121189357842 1 NA
chr1:21924893-21924996 4138.12779743142 41.3812779743142 1 NA
chr1:21925987-21926111 3350.96226808624 33.5096226808624 1 NA
chr1:21928177-21928291 6077.93693521407 60.7793693521407 1 NA
chr1:21929297-21929407 14007.5504842054 140.075504842054 1 NA
chr1:21930328-21930406 16030.4479870704 160.304479870704 1 NA
chr1:21932559-21932691 5696.12330218019 56.9612330218019 1 NA
chr1:21934706-21934844 10584.094604487 105.84094604487 1 NA
chr1:21935343-21935430 10708.2599234265 107.082599234265 1 NA
chr1:21936068-21936140 6289.23891237584 62.8923891237584 1 NA
chr1:21936613-21936769 24906.838253903 249.06838253903 1 NA
chr1:21937945-21938075 14136.1584709677 141.361584709677 1 NA
chr1:21938209-21938310 8454.88867638157 84.5488867638156 1 NA
chr1:21938519-21938603 5305.88137047147 53.0588137047147 1 NA
chr1:21939669-21939723 5155.00293438746 51.5500293438746 1 NA
chr1:21940121-21940200 9107.4966071144 91.074966071144 1 NA
chr1:21940479-21940583 6411.60072944019 64.1160072944019 1 NA
chr1:21943799-21943985 15504.7404968831 155.047404968831 1 NA
chr1:21944427-21944466 5010.02497568634 50.1002497568634 1 NA
chr1:21945518-21945566 2698.35074430473 26.9835074430473 1 NA
chr1:21946508-21946544 8547.92361647472 85.4792361647472 1 NA
chr1:21952797-21952891 4326.42101686992 43.2642101686992 1 NA
chr1:21976254-21976290 5759.48950034226 57.5948950034226 1 NA
chr1:21978272-21978316 411.634693293134 4.11634693293134 1 NA
chr1:22138945-22139030 2378.62330597538 23.7862330597538 1 NA
chr1:22140891-22141317 96811.9904134977 968.119904134977 1 NA
chr1:22142436-22142568 12104.0411607691 121.040411607691 1 NA
chr1:22147943-22148105 24127.6331552994 241.276331552994 1 NA
chr1:22148695-22148709 562.687882191612 5.62687882191612 1 NA
chr1:22404972-22405077 2170.90635825557 21.7090635825557 1 NA
chr1:22408215-22408288 447.293047842834 4.47293047842834 1 NA
chr1:22412932-22413042 7775.06121348014 77.7506121348014 1 NA
chr1:22413162-22413360 15515.2511956951 155.152511956951 1 NA
chr1:22416436-22416526 5917.91362556191 59.1791362556191 1 NA
chr1:22417921-22418011 84.5119997514259 0.845119997514259 1 NA
chr1:23337394-23337595 23635.5832762247 236.355832762247 1 NA
chr1:23340376-23340539 9369.12371705375 93.6912371705374 1 NA
chr1:23342265-23342267 145.579546766708 1.45579546766708 1 NA
chr1:23688462-23689715 177067.854343236 1770.67854343236 1 NA
chr1:23693535-23693662 9968.38666980094 99.6838666980094 1 NA
chr1:23694466-23694499 3205.69016593038 32.0569016593038 1 NA
chr1:24069916-24070069 2110.01702409535 21.1001702409535 1 NA
chr1:24075511-24075568 8409.50222803624 84.0950222803624 1 NA
chr1:24076332-24076439 4923.04425014982 49.2304425014982 1 NA
chr1:24077335-24078521 163031.990876224 1630.31990876224 1 NA
chr1:24078897-24079009 14511.0370349325 145.110370349325 1 NA
chr1:24080590-24080746 22193.5251663557 221.935251663557 1 NA
chr1:24080853-24080951 18572.0813984161 185.720813984161 1 NA
chr1:24082333-24082514 32082.0728538804 320.820728538804 1 NA
chr1:24082764-24082876 3834.62235621476 38.3462235621476 1 NA
chr1:24083443-24083616 3844.5038679046 38.445038679046 1 NA
chr1:24086002-24086064 7929.69449558695 79.2969449558695 1 NA
chr1:24122439-24122498 4408.25094309608 44.0825094309608 1 NA
chr1:24122641-24122756 9635.70687240044 96.3570687240044 1 NA
chr1:24122999-24123077 4594.41232273864 45.9441232273864 1 NA
chr1:24123187-24123273 9560.67463029022 95.6067463029022 1 NA
chr1:24123366-24123433 11954.5090400484 119.545090400484 1 NA
chr1:24123524-24123638 12637.5869880346 126.375869880346 1 NA
chr1:24124185-24124362 12108.3099561438 121.083099561438 1 NA
chr1:24124607-24124721 18915.2267250927 189.152267250927 1 NA
chr1:24125105-24125221 28342.0801665335 283.420801665335 1 NA
chr1:24125377-24125498 27018.0544009629 270.180544009629 1 NA
chr1:24128953-24129055 10743.110872197 107.43110872197 1 NA
chr1:24130890-24131016 19359.8301337052 193.598301337052 1 NA
chr1:24134625-24134814 12615.9381847409 126.159381847409 1 NA
chr1:24137226-24137290 2869.28522420903 28.6928522420903 1 NA
chr1:24140680-24140829 27127.8776185152 271.278776185152 1 NA
chr1:24143165-24143261 8247.04036749411 82.4704036749411 1 NA
chr1:24143966-24144074 6209.9322242394 62.099322242394 1 NA
chr1:24147000-24147084 9739.0855420436 97.390855420436 1 NA
chr1:24151846-24151906 8484.74066656481 84.8474066656482 1 NA
chr1:25666978-25667071 20020.1295093372 200.201295093372 1 NA
chr1:25669452-25669565 13710.2067530741 137.102067530741 1 NA
chr1:25678117-25678185 10314.5064107925 103.145064107925 1 NA
chr1:25679373-25679466 13754.5385555624 137.545385555624 1 NA
chr1:25683284-25683345 5447.16795728682 54.4716795728682 1 NA
chr1:25687151-25687197 6988.78989102546 69.8878989102546 1 NA
chr1:26517119-26517332 6297.51260893165 62.9751260893165 1 NA
chr1:26517778-26517922 5792.44958992203 57.9244958992203 1 NA
chr1:26520278-26520380 22610.2248790417 226.102248790417 1 NA
chr1:26524177-26524275 6012.48836403436 60.1248836403436 1 NA
chr1:26524448-26524569 2855.55871191266 28.5555871191266 1 NA
chr1:26524777-26524911 16603.5346810436 166.035346810436 1 NA
chr1:26526375-26526550 19585.247270845 195.85247270845 1 NA
chr1:26527321-26527533 23193.9527482425 231.939527482424 1 NA
chr1:26527845-26528011 16153.1866715592 161.531866715592 1 NA
chr1:26528980-26529034 5389.87388674585 53.8987388674586 1 NA
chr1:26566275-26566330 4176.04912083852 41.7604912083852 1 NA
chr1:26570657-26570810 13045.5087284612 130.455087284612 1 NA
chr1:26581662-26582357 111229.733421459 1112.29733421459 1 NA
chr1:26584088-26584222 11424.0304528545 114.240304528545 1 NA
chr1:26584634-26584752 17784.6774662132 177.846774662132 1 NA
chr1:26586108-26586294 10394.4213427185 103.944213427185 1 NA
chr1:26594974-26595127 8244.9650287691 82.449650287691 1 NA
chr1:26595951-26596106 11793.2237623926 117.932237623926 1 NA
chr1:26597505-26597599 9895.7224604638 98.957224604638 1 NA
chr1:26598512-26598563 2393.76616249545 23.9376616249545 1 NA
chr1:26601455-26601563 7787.43554533774 77.8743554533774 1 NA
chr1:26603026-26603252 28470.0033582342 284.700033582342 1 NA
chr1:26603624-26603785 31593.0070238909 315.930070238909 1 NA
chr1:26644509-26644563 10444.9578509666 104.449578509666 1 NA
chr1:26646662-26646794 21259.5531624511 212.595531624511 1 NA
chr1:28052592-28052673 1351.55760222855 13.5155760222855 1 NA
chr1:28053983-28054048 2245.97283604088 22.4597283604088 1 NA
chr1:28056743-28056845 0 0 1 NA
chr1:28059114-28059169 6982.45617102147 69.8245617102147 1 NA
chr1:28060542-28060695 15837.8773475194 158.378773475194 1 NA
chr1:28071165-28071323 8799.73470052296 87.9973470052296 1 NA
chr1:28075579-28075666 9587.21019999579 95.8721019999579 1 NA
chr1:28081706-28081842 13238.7888695395 132.387888695395 1 NA
chr1:28086037-28086139 4658.45223743256 46.5845223743256 1 NA
chr1:28087006-28087093 9214.24980304957 92.1424980304957 1 NA
chr1:31186429-31186479 529.326726529625 5.29326726529625 1 NA
chr1:31187094-31187175 8930.91647458222 89.3091647458222 1 NA
chr1:31188004-31188157 20707.5423909726 207.075423909726 1 NA
chr1:31188756-31189173 61058.4551498278 610.584551498278 1 NA
chr1:31189637-31189763 4020.73821086895 40.2073821086895 1 NA
chr1:31191582-31191805 6120.05531064736 61.2005531064736 1 NA
chr1:31194252-31194599 51830.3783758521 518.303783758521 1 NA
chr1:31196305-31196399 2650.91058428912 26.5091058428912 1 NA
chr1:32193021-32193207 9080.01978784431 90.8001978784431 1 NA
chr1:32193626-32193683 2185.28267707141 21.8528267707141 1 NA
chr1:32193783-32193882 11221.4032989848 112.214032989848 1 NA
chr1:32194199-32194235 4524.76253963076 45.2476253963076 1 NA
chr1:32196401-32197021 63878.8966217271 638.788966217271 1 NA
chr1:32197716-32197756 6920.86230058128 69.2086230058129 1 NA
chr1:32198118-32198214 3940.58883481444 39.4058883481444 1 NA
chr1:32198573-32198745 7768.14389987973 77.6814389987973 1 NA
chr1:32200784-32200883 745.140034598172 7.45140034598172 1 NA
chr1:32201181-32201267 21422.5426778614 214.225426778614 1 NA
chr1:32201428-32201495 10832.9655878623 108.329655878623 1 NA
chr1:32201922-32201992 11007.8088651867 110.078088651867 1 NA
chr1:32202174-32202325 7235.6440979278 72.3564409792779 1 NA
chr1:32203030-32203133 13527.0394102607 135.270394102607 1 NA
chr1:32203253-32203357 9259.80786223593 92.5980786223593 1 NA
chr1:32203801-32203928 8174.45796058315 81.7445796058314 1 NA
chr1:32204188-32204232 2119.00194800063 21.1900194800063 1 NA
chr1:32204433-32204539 7132.54874220873 71.3254874220873 1 NA
chr1:32204909-32205237 42088.3923769855 420.883923769855 1 NA
chr1:32205527-32205636 10106.2381630633 101.062381630633 1 NA
chr1:32205711-32205780 5692.69423848721 56.9269423848721 1 NA
chr1:32205948-32206143 10880.181368816 108.80181368816 1 NA
chr1:32206974-32207081 10221.1619745579 102.211619745579 1 NA
chr1:32207225-32207327 14287.871826719 142.87871826719 1 NA
chr1:32207401-32207569 31754.6542310161 317.546542310161 1 NA
chr1:32207654-32207819 5942.71850836651 59.4271850836651 1 NA
chr1:32208439-32208604 5436.35563790871 54.3635563790871 1 NA
chr1:32209794-32209959 13437.8143357974 134.378143357974 1 NA
chr1:32210249-32210333 4365.24146632221 43.6524146632221 1 NA
chr1:32221600-32222417 89025.6629392237 890.256629392237 1 NA
chr1:32222802-32222823 1272.08655529008 12.7208655529008 1 NA
chr1:32800198-32800699 45617.8959618889 456.178959618889 1 NA
chr1:32801548-32801635 339.284878582206 3.39284878582206 1 NA
chr1:33241582-33241693 3237.87828674706 32.3787828674706 1 NA
chr1:33244983-33245125 19331.2607517061 193.312607517061 1 NA
chr1:33245686-33245880 13529.7421934493 135.297421934493 1 NA
chr1:33246649-33246747 13552.2491464537 135.522491464537 1 NA
chr1:33248005-33248141 7609.99915332947 76.0999915332947 1 NA
chr1:33251963-33252049 16648.7404914701 166.487404914701 1 NA
chr1:33252541-33252677 19342.6908596727 193.426908596727 1 NA
chr1:33256763-33256856 8535.47006962279 85.3547006962279 1 NA
chr1:33263364-33263445 5035.92196589853 50.3592196589854 1 NA
chr1:33272083-33272213 7989.46683260954 79.8946683260954 1 NA
chr1:33276192-33276368 22280.2617013213 222.802617013213 1 NA
chr1:33276512-33276659 28092.1942500292 280.921942500292 1 NA
chr1:33282789-33282846 7529.40635544919 75.2940635544919 1 NA
chr1:34329793-34330354 78662.1761891589 786.621761891589 1 NA
chr1:40420965-40421058 16214.4598029209 162.144598029209 1 NA
chr1:40422759-40422894 25257.6377767898 252.576377767898 1 NA
chr1:40424334-40424498 9506.94048711752 95.0694048711752 1 NA
chr1:40430883-40431007 20456.113175199 204.56113175199 1 NA
chr1:40431143-40431222 15283.7668684939 152.837668684939 1 NA
chr1:40431529-40431687 6538.16853417434 65.3816853417434 1 NA
chr1:40432273-40432364 12894.2962583961 128.942962583961 1 NA
chr1:40432483-40432605 14073.7523664796 140.737523664796 1 NA
chr1:40432758-40432842 8418.24732480448 84.1824732480448 1 NA
chr1:40433300-40433384 18654.8958665219 186.548958665219 1 NA
